    1    1    -1.8     3.2     0.0     2.6     0.3
    1    2    -5.0     1.8     0.0     2.9     0.3
    1    3    -4.3    -2.2     0.2     2.6     0.3
    1    4    -2.7    -2.6     1.9     1.9     0.2
    1    5    -5.3    -1.2     0.0     1.4     0.1
    1    6    -0.2     3.4     0.1     4.0     0.6
    1    7     6.4     6.9     1.0     5.2     0.9
    1    8     0.1     1.7     1.1     3.9     0.5
    1    9    -1.4    -0.7     0.0     5.6     0.7
    1   10     4.4     4.5     0.0     0.9     0.1
    1   11    -1.7    -1.3     0.0     3.5     0.4
    1   12   -15.0    -6.4     0.0     6.2     0.5
    1   13    -8.1    -1.1     0.0     6.3     0.7
    1   14    -2.6     0.5     0.0     6.3     0.8
    1   15     4.2     9.4     0.0     5.5     0.9
    1   16     2.9     9.3     0.0     6.5     1.1
    1   17     2.3     9.7     0.0     5.2     0.9
    1   18     2.8    10.2     0.0     2.9     0.4
    1   19     3.1     3.7     0.0     5.2     0.8
    1   20    -7.8     0.2     0.0     2.1     0.2
    1   21    -9.7     4.7     0.0     7.0     0.9
    1   22    -3.4     2.5     0.0     4.1     0.5
    1   23    -3.6     0.4     0.0     3.3     0.4
    1   24    -8.5    -0.4     0.0     5.5     0.6
    1   25    -7.2     0.0     0.0     5.1     0.6
    1   26    -5.4     4.5     0.0     7.5     1.0
    1   27   -10.5     1.3     0.0     3.3     0.3
    1   28    -8.7    -1.0     0.0     6.0     0.7
    1   29    -5.3     3.9     0.0     7.8     1.0
    1   30     3.0     3.1     2.9     7.6     1.2
    1   31     4.0     4.1     0.0     3.8     0.6
    1   32    -0.2    -0.1     6.6     4.4     0.6
    1   33     1.6     1.8     0.8     3.2     0.4
    1   34     0.2     5.2     3.7     4.7     0.7
    1   35     3.7    10.1     1.7     1.9     0.3
    1   36    -1.1     5.8     0.0     5.3     0.8
    1   37     2.4     7.3     1.3     7.4     1.2
    1   38    -4.8     8.2     2.0     3.2     0.4
    1   39    -6.7     7.6     0.0     1.4     0.1
    1   40    -5.5    10.2     0.0     4.6     0.7
    1   41     2.5    12.6     0.0     4.1     0.7
    1   42     4.7     7.7     0.0     4.3     0.7
    1   43     1.0     7.3     0.0     6.7     1.1
    1   44    -3.8     3.0     0.4     4.8     0.6
    1   45    -6.7     6.2     3.1     4.6     0.6
    1   46    -0.7     7.9     0.0     8.7     1.4
    1   47     0.9     6.7     0.0     5.1     0.8
    1   48    -0.7     6.6     2.2     6.4     1.0
    1   49    -0.6     7.3     0.0    10.1     1.6
    1   50    -1.0     3.5     0.3     8.3     1.2
    1   51     0.6     5.3     1.5     4.7     0.7
    1   52     3.4     8.6     2.4     4.3     0.7
    1   53     1.4     7.2     0.4     2.4     0.3
    1   54     0.2     7.7     0.4    11.8     1.9
    1   55     4.8    11.2     1.4     6.7     1.2
    1   56     2.7     8.3     0.8     5.1     0.8
    1   57     5.1    12.0     3.9     4.9     0.9
    1   58     2.7    10.1     0.0     6.0     1.0
    1   59     1.2     7.7     5.2     2.6     0.4
    1   60    -0.1    10.6     2.0     7.1     1.2
    1   61     3.8    13.0     0.3    10.0     1.8
    1   62    -0.8    13.9     0.0    13.3     2.3
    1   63     2.6     9.8     1.2    13.5     2.4
    1   64     2.2    11.5     0.0    13.7     2.4
    1   65    -1.1     9.9     0.0    10.3     1.7
    1   66    -0.9    11.3     0.0     6.2     1.0
    1   67    -4.5     7.1     0.0     4.2     0.6
    1   68    -1.7    11.4     0.0     9.1     1.5
    1   69     1.5    14.4     0.0    14.8     2.7
    1   70     2.3    16.8     0.0    15.0     2.9
    1   71     1.8    12.9     3.5     8.2     1.5
    1   72    -0.9    14.5     0.0    10.6     1.9
    1   73    -3.1    12.8     0.0    14.7     2.5
    1   74     1.0    13.4     0.0    15.9     2.9
    1   75     2.9    13.0     0.0    16.1     3.0
    1   76     5.0    14.9     0.0    16.3     3.2
    1   77     3.8    14.7     0.0    14.0     2.7
    1   78     0.4    12.1     0.0    16.0     2.8
    1   79     1.0    14.9     0.0    14.8     2.7
    1   80    -1.9    13.6     0.0    17.2     3.0
    1   81    -1.2    12.2     0.0    17.4     3.0
    1   82    -2.5    10.8     0.0    12.2     2.0
    1   83     0.6    14.3     0.0    16.1     2.9
    1   84     1.8    12.1     0.5    16.1     2.9
    1   85    -1.5    10.5     0.0    16.1     2.7
    1   86    -0.4    13.8     0.0    18.5     3.3
    1   87    -0.2    11.9     0.0    18.8     3.3
    1   88    -0.7    12.2     2.1     9.6     1.6
    1   89    -5.6     6.2     0.2     4.7     0.6
    1   90    -6.7    10.7     0.0    16.4     2.5
    1   91    -0.6    10.0     0.0    10.4     1.7
    1   92     0.3    10.4     0.0    19.2     3.3
    1   93     2.0    11.5     0.0    14.5     2.6
    1   94     1.6    10.7     0.0    18.7     3.3
    1   95    -0.2    11.1     0.0    20.5     3.5
    1   96     2.3    13.9     1.5    20.7     3.9
    1   97     2.7    16.0     5.2    18.8     3.6
    1   98    -1.3    11.5     0.9    10.5     1.8
    1   99    -2.2    11.1     0.0     4.4     0.7
    1  100    -5.0     3.9     0.0     3.2     0.4
    1  101    -1.5     8.9     0.0    10.1     1.6
